player_name,player_id,team,opponent,game_date,season,dataset_split,proj_ip,actual_ip,proj_tbf,actual_tbf,proj_k,actual_k,k_rate,bf_ip,statcast_available,csw_mod,whiff_mod,velo_mod,opp_k_mod,line,lean,edge,edge_bucket,model_prob_over,model_prob_under,model_prob_over_analytical,implied_prob_over,implied_prob_under,actual_odds,bet_win,seg_A,seg_B,seg_D,seg_E,n_books
Drew Smyly,592767.0,CHC,MIA,2023-05-06,2023,TRAIN,6.0,3.1,24.1,16,5.27,,0.2183,4.02,True,1.018,0.972,1.0,0.951,4.5,OVER,0.1233,5%+,0.5664,0.4336,0.6049,0.4431,0.5569,-190.0,,False,True,False,False,10
Nestor Cortes,641482.0,NYY,LAA,2024-05-28,2024,VALIDATION,5.95,5.1,24.5,20,6.69,4.0,0.2732,4.12,True,1.005,1.03,1.0,1.043,5.5,UNDER,0.3554,5%+,0.6112,0.3888,0.6583,0.9666,0.0334,-205.0,1.0,False,True,False,False,10
Griffin Canning,656288.0,LAA,NYY,2024-05-28,2024,VALIDATION,5.41,5.0,23.5,26,3.04,5.0,0.1291,4.34,True,0.952,0.964,1.0,0.947,4.5,UNDER,0.3136,5%+,0.2039,0.7961,0.1908,0.5175,0.4825,-245.0,0.0,False,True,False,False,10
Clay Holmes,605280.0,NYM,WSN,2025-04-26,2025,OOS,5.19,5.0,24.3,18,8.3,2.0,0.341,4.69,True,1.028,1.023,1.0,1.0,4.5,OVER,0.3222,5%+,0.8763,0.1237,0.9164,0.5541,0.4459,-136.0,0.0,False,True,False,False,8
Brad Lord,695418.0,WSH,WSN,2025-04-26,2025,OOS,3.77,4.0,16.8,16,3.2,3.0,0.1909,4.44,True,0.945,0.988,1.0,1.0,3.5,UNDER,0.0205,2-5%,0.3828,0.6172,0.3976,0.4033,0.5967,-166.0,1.0,False,False,False,False,8
Garrett Crochet,676979.0,CWS,MIL,2024-06-01,2024,VALIDATION,5.65,6.0,22.5,25,8.85,8.0,0.3941,3.98,True,1.062,1.08,1.0,1.025,7.5,OVER,0.183,5%+,0.6044,0.3956,0.6586,0.4214,0.5786,-138.0,1.0,True,True,False,False,10
Robert Gasser,688107.0,MIL,CHW,2024-06-01,2024,VALIDATION,5.0,5.0,20.4,22,3.31,3.0,0.1622,4.08,True,1.07,1.004,1.0,1.0,5.5,OVER,0.1076,5%+,0.1487,0.8513,0.1184,0.0411,0.9589,-205.0,0.0,True,False,False,False,10
Chris Sale,519242.0,ATL,MIL,2024-08-07,2024,VALIDATION,5.9,4.2,24.2,25,8.43,,0.3488,4.1,True,1.088,1.026,1.0,1.025,6.5,OVER,0.0979,5%+,0.6814,0.3186,0.7367,0.5835,0.4165,-155.0,,True,True,False,False,7
Freddy Peralta,642547.0,MIL,ATL,2024-08-07,2024,VALIDATION,5.54,5.0,25.0,23,7.18,,0.2876,4.51,True,0.962,1.056,1.0,1.064,5.5,OVER,0.0802,5%+,0.6704,0.3296,0.722,0.5902,0.4098,-335.0,,False,True,True,False,7
Logan Evans,688138.0,SEA,NYY,2025-07-09,2025,OOS,6.05,4.2,25.5,24,4.5,2.0,0.1769,4.21,True,1.006,0.967,1.0,1.051,3.5,OVER,0.0782,5%+,0.6228,0.3772,0.6585,0.5446,0.4554,-142.0,0.0,False,True,True,False,8
Drew Smyly,592767.0,CHC,HOU,2023-05-17,2023,TRAIN,5.45,6.0,22.8,22,4.05,,0.1778,4.18,True,1.006,0.929,1.0,0.887,3.5,OVER,0.054,5%+,0.5424,0.4576,0.5763,0.4884,0.5116,-105.0,,False,True,False,False,10
J.P. France,641585.0,HOU,CHC,2023-05-17,2023,TRAIN,5.0,3.2,21.0,22,3.9,,0.1857,4.2,False,1.0,1.0,1.0,0.99,5.5,UNDER,0.2645,5%+,0.2184,0.7816,0.1993,0.4829,0.5171,-125.0,,False,False,False,False,7
Jonathan France,641585.0,HOU,CHC,2023-05-17,2023,TRAIN,5.0,3.2,21.0,22,3.9,,0.1857,4.2,False,1.0,1.0,1.0,0.99,5.5,UNDER,0.2466,5%+,0.2188,0.7812,0.1993,0.4653,0.5347,-130.0,,False,False,False,False,2
Brandon Young,687064.0,BAL,OAK,2025-08-09,2025,OOS,4.73,3.0,22.3,17,4.24,2.0,0.1898,4.72,True,0.997,0.944,1.0,1.0,4.5,UNDER,0.0578,5%+,0.3776,0.6224,0.418,0.4354,0.5646,-156.0,1.0,False,True,False,False,8
Brady Singer,663903.0,KC,KCR,2024-07-20,2024,VALIDATION,5.14,7.0,23.9,27,5.33,7.0,0.2233,4.64,True,0.991,1.08,1.0,1.0,4.5,UNDER,0.0203,2-5%,0.5532,0.4468,0.615,0.5735,0.4265,-200.0,0.0,False,True,False,False,8
Jonathan Cannon,686563.0,CWS,KCR,2024-07-20,2024,VALIDATION,4.89,6.0,25.8,24,3.22,4.0,0.1249,5.27,True,0.923,0.923,1.0,1.0,2.5,UNDER,0.0096,0-2%,0.5544,0.4456,0.6236,0.564,0.436,-2000.0,0.0,False,True,False,False,8
Erick Fedde,607200.0,ATL,MIA,2025-08-09,2025,OOS,4.01,5.0,21.3,24,2.11,,0.0989,5.32,True,0.949,0.92,1.0,0.904,4.5,UNDER,0.3187,5%+,0.1029,0.8971,0.0628,0.4216,0.5784,-158.0,,False,True,False,False,1
Sandy Alcantara,645261.0,MIA,ATL,2025-08-09,2025,OOS,6.03,5.0,26.5,24,3.79,,0.143,4.39,True,0.959,0.92,1.0,0.974,4.5,UNDER,0.1715,5%+,0.3184,0.6816,0.3294,0.4899,0.5101,-113.0,,False,True,False,False,5
Mitchell Parker,680730.0,WSH,WSN,2024-07-03,2024,VALIDATION,5.62,6.0,24.0,23,4.14,5.0,0.1723,4.28,True,0.946,0.92,1.0,1.0,4.5,UNDER,0.0987,5%+,0.3792,0.6208,0.3989,0.4779,0.5221,-136.0,0.0,False,True,False,False,8
Christian Scott,681035.0,NYM,WSN,2024-07-03,2024,VALIDATION,5.37,5.2,22.5,24,4.43,2.0,0.197,4.19,True,0.962,1.002,1.0,1.0,4.5,UNDER,0.02,0-2%,0.4206,0.5794,0.4549,0.4406,0.5594,-136.0,1.0,False,True,False,False,7
Zac Gallen,668678.0,AZ,CLE,2024-08-05,2024,VALIDATION,5.27,7.0,24.2,29,4.0,4.0,0.1652,4.59,True,0.98,0.983,1.0,0.877,4.5,UNDER,0.1466,5%+,0.3624,0.6376,0.371,0.509,0.491,-275.0,1.0,False,False,False,False,8
Andre Pallante,669467.0,STL,CHC,2025-06-26,2025,OOS,5.39,5.0,24.8,23,4.7,2.0,0.1901,4.6,True,1.0,1.046,1.0,0.923,3.5,OVER,0.1556,5%+,0.6582,0.3418,0.6911,0.5026,0.4974,-112.0,0.0,False,True,False,False,7
Shota Imanaga,684007.0,CHC,STL,2025-06-26,2025,OOS,5.38,5.0,23.2,17,4.29,3.0,0.1847,4.32,True,0.965,0.991,1.0,0.978,3.5,UNDER,0.0039,0-2%,0.5876,0.4124,0.6203,0.5915,0.4085,-169.0,1.0,False,True,False,False,7
Jordan Montgomery,656756.0,TEX,ARI,2023-08-21,2023,TRAIN,6.08,8.0,25.6,26,6.19,6.0,0.2414,4.22,True,1.001,1.008,1.0,1.0,4.5,UNDER,0.2684,5%+,0.7229,0.2771,0.7397,0.9912,0.0088,-225.0,0.0,False,True,False,False,8
Brayan Bello,678394.0,BOS,SFG,2025-06-21,2025,OOS,5.86,6.0,26.7,24,4.53,6.0,0.1696,4.56,True,0.929,0.92,1.0,1.0,4.5,UNDER,0.0578,5%+,0.4422,0.5578,0.4732,0.5,0.5,-235.0,0.0,False,True,False,False,8
Landen Roupp,694738.0,SF,SFG,2025-06-21,2025,OOS,4.69,6.0,25.0,23,3.01,7.0,0.1201,5.34,True,0.978,0.92,1.0,1.0,4.5,UNDER,0.3612,5%+,0.2189,0.7811,0.186,0.5801,0.4199,-165.0,0.0,False,True,False,False,8
Shohei Ohtani,660271.0,LAA,HOU,2023-06-02,2023,TRAIN,6.29,6.0,25.2,27,8.94,6.0,0.3553,4.0,True,1.1,1.08,1.0,0.887,6.5,OVER,0.1677,5%+,0.7198,0.2802,0.7877,0.5521,0.4479,-150.0,0.0,True,True,False,False,11
Framber Valdez,664285.0,HOU,LAA,2023-06-02,2023,TRAIN,6.64,7.0,26.7,26,9.74,7.0,0.3646,4.02,True,1.067,1.08,1.0,1.103,6.5,OVER,0.2961,5%+,0.786,0.214,0.8527,0.4899,0.5101,-180.0,1.0,True,True,True,True,11
Kenta Maeda,628317.0,MIN,KCR,2023-07-30,2023,TRAIN,5.21,5.0,22.4,21,8.35,,0.3725,4.3,True,1.1,1.08,1.0,1.0,5.5,OVER,0.2526,5%+,0.7357,0.2643,0.8385,0.4831,0.5169,100.0,,True,True,False,False,10
Ryan Yarbrough,642232.0,KC,KCR,2023-07-30,2023,TRAIN,5.42,7.0,23.7,27,3.66,,0.1545,4.38,True,1.023,1.007,1.0,1.0,3.5,UNDER,0.0556,5%+,0.475,0.525,0.4977,0.5306,0.4694,100.0,,False,True,False,False,8
Kutter Crawford,676710.0,BOS,MIA,2024-07-02,2024,VALIDATION,4.96,6.0,21.8,21,8.05,,0.3695,4.39,True,1.1,1.08,1.0,1.066,5.5,OVER,0.1965,5%+,0.7196,0.2804,0.8129,0.5231,0.4769,-128.0,,True,True,True,True,9
Matthew Boyd,571510.0,DET,ARI,2023-06-10,2023,TRAIN,4.81,5.0,25.2,22,7.67,,0.3046,5.23,True,1.029,1.08,1.0,1.0,2.5,OVER,0.4334,5%+,0.9286,0.0714,0.9822,0.4951,0.5049,-115.0,,False,True,False,False,1
Ryne Nelson,669194.0,AZ,DET,2023-06-10,2023,TRAIN,5.09,5.2,22.9,23,2.61,,0.1144,4.49,True,0.907,0.92,1.0,1.095,4.5,UNDER,0.4407,5%+,0.1373,0.8627,0.1247,0.578,0.422,120.0,,False,True,True,False,1
Brandon Pfaadt,694297.0,AZ,SFG,2023-08-03,2023,TRAIN,4.39,7.0,22.8,24,4.28,7.0,0.1881,5.19,True,1.011,1.012,1.0,1.0,4.5,UNDER,0.1062,5%+,0.415,0.585,0.4264,0.5212,0.4788,-105.0,0.0,False,True,False,False,10
Valente Bellozo,678368.0,MIA,PIT,2024-09-09,2024,VALIDATION,5.02,5.1,22.9,25,2.7,,0.1184,4.55,True,0.912,0.92,1.0,1.102,3.5,UNDER,0.2186,5%+,0.2742,0.7258,0.287,0.4928,0.5072,-910.0,,False,False,True,False,7
Paul Skenes,694973.0,PIT,MIA,2024-09-09,2024,VALIDATION,5.75,6.0,23.0,24,8.74,,0.3804,4.0,True,1.024,1.08,1.0,1.066,6.5,OVER,0.1334,5%+,0.7196,0.2804,0.7685,0.5862,0.4138,-335.0,,False,True,True,False,7
Adam Wainwright,425794.0,STL,TEX,2023-06-05,2023,TRAIN,5.2,5.1,25.4,26,2.8,3.0,0.1102,4.88,True,0.956,0.92,1.0,1.002,3.5,UNDER,0.215,5%+,0.3156,0.6844,0.3077,0.5306,0.4694,-625.0,1.0,False,True,False,False,11
Martín Pérez,527048.0,TEX,STL,2023-06-05,2023,TRAIN,5.73,7.0,27.9,25,3.51,5.0,0.1257,4.87,True,0.95,0.92,1.0,0.951,4.5,UNDER,0.1848,5%+,0.2757,0.7243,0.2763,0.4604,0.5396,-135.0,0.0,False,True,False,False,1
Gavin Williams,668909.0,CLE,NYY,2025-04-21,2025,OOS,4.77,6.1,20.9,26,5.65,8.0,0.2696,4.39,True,0.994,1.08,1.0,1.051,5.5,UNDER,0.0441,2-5%,0.4574,0.5426,0.4958,0.5015,0.4985,-480.0,0.0,False,False,True,False,7
Bailey Ober,641927.0,MIN,MIL,2023-06-14,2023,TRAIN,5.57,6.0,22.0,24,5.4,7.0,0.2451,3.96,True,0.931,1.013,1.0,1.032,7.5,UNDER,0.239,5%+,0.1945,0.8055,0.1787,0.4335,0.5665,-155.0,1.0,False,True,False,False,1
Dean Kremer,665152.0,BAL,MIL,2023-06-07,2023,TRAIN,5.62,5.0,24.5,25,5.0,5.0,0.2044,4.35,True,0.936,0.969,1.0,1.032,5.5,UNDER,0.0571,5%+,0.366,0.634,0.3844,0.4231,0.5769,-345.0,1.0,False,True,False,False,11
Corbin Burnes,669203.0,MIL,BAL,2023-06-07,2023,TRAIN,5.98,8.0,25.2,26,7.05,9.0,0.2796,4.22,True,1.031,1.08,1.0,0.994,7.5,UNDER,0.0216,2-5%,0.3944,0.6056,0.4094,0.416,0.584,-160.0,0.0,False,True,False,False,11
Lance Lynn,458681.0,STL,PHI,2024-04-10,2024,VALIDATION,4.18,5.0,17.6,21,5.22,6.0,0.2971,4.2,False,1.0,1.0,1.0,0.993,6.5,UNDER,0.3234,5%+,0.2681,0.7319,0.2704,0.5915,0.4085,130.0,1.0,False,False,False,False,1
Aaron Nola,605400.0,PHI,STL,2024-04-10,2024,VALIDATION,4.65,6.0,19.5,23,2.92,3.0,0.1496,4.2,False,1.0,1.0,1.0,0.975,5.5,UNDER,0.3863,5%+,0.0934,0.9066,0.0762,0.4797,0.5203,-125.0,1.0,False,False,False,False,1
Brady Singer,663903.0,CIN,ATL,2025-05-05,2025,OOS,5.37,6.0,22.8,27,6.16,2.0,0.2707,4.24,True,1.043,1.018,1.0,0.974,4.5,OVER,0.1031,5%+,0.6816,0.3184,0.7364,0.5785,0.4215,-375.0,0.0,False,True,False,False,7
AJ Smith-Shawver,700363.0,ATL,CIN,2025-05-05,2025,OOS,4.74,8.0,21.7,28,6.85,5.0,0.3162,4.56,True,1.076,1.08,1.0,1.044,4.5,OVER,0.1806,5%+,0.7651,0.2349,0.8127,0.5846,0.4154,-156.0,1.0,True,False,False,False,7
Kevin Gausman,592332.0,TOR,CLE,2025-05-03,2025,OOS,5.3,6.0,23.3,20,4.47,9.0,0.192,4.39,True,0.992,0.99,1.0,0.97,5.5,UNDER,0.175,5%+,0.298,0.702,0.2922,0.473,0.527,-122.0,0.0,False,True,False,False,7
Gavin Williams,668909.0,CLE,TOR,2025-05-03,2025,OOS,4.61,4.0,22.8,23,4.46,9.0,0.1953,4.96,True,0.988,1.08,1.0,0.82,4.5,UNDER,0.0614,5%+,0.4426,0.5574,0.4604,0.504,0.496,-245.0,0.0,False,True,False,False,7
Cal Quantrill,615698.0,MIA,ATL,2025-08-10,2025,OOS,4.77,4.0,20.8,15,3.33,1.0,0.1596,4.37,True,1.008,0.954,1.0,0.974,3.5,UNDER,0.0454,2-5%,0.3898,0.6102,0.4256,0.4352,0.5648,-150.0,1.0,False,True,False,False,2
Joey Wentz,666214.0,ATL,MIA,2025-08-10,2025,OOS,4.96,5.1,20.3,23,4.33,2.0,0.2133,4.09,True,0.995,0.988,1.0,0.904,3.5,OVER,0.0955,5%+,0.5854,0.4146,0.6288,0.4899,0.5101,-110.0,0.0,False,False,False,False,1
Cade Cavalli,676917.0,WSH,WSN,2025-09-02,2025,OOS,5.02,5.0,26.5,20,5.74,,0.217,5.28,True,1.032,1.08,1.0,1.0,4.5,OVER,0.1208,5%+,0.5926,0.4074,0.6793,0.4718,0.5282,112.0,,False,True,False,False,8
Adam Mazur,800049.0,MIA,WSN,2025-09-02,2025,OOS,4.6,6.0,19.3,29,2.86,,0.1481,4.2,False,1.0,1.0,1.0,1.0,3.5,UNDER,0.1807,5%+,0.3148,0.6852,0.3219,0.4955,0.5045,-125.0,,False,False,False,False,8
Jesus Luzardo,666200.0,MIA,ATL,2023-05-04,2023,TRAIN,5.27,5.2,23.6,27,6.77,,0.2868,4.47,True,1.064,1.08,1.0,0.923,6.5,OVER,0.0181,0-2%,0.4834,0.5166,0.5151,0.4653,0.5347,100.0,,True,True,False,False,9
Jesús Luzardo,666200.0,MIA,ATL,2023-05-04,2023,TRAIN,5.27,5.2,23.6,27,6.77,,0.2868,4.47,True,1.064,1.08,1.0,0.923,6.5,UNDER,0.0007,0-2%,0.4892,0.5108,0.5151,0.4899,0.5101,-120.0,,True,True,False,False,1
Dylan Dodd,689266.0,ATL,MIA,2023-05-04,2023,TRAIN,4.64,6.0,19.5,28,2.67,,0.1372,4.2,False,1.0,1.0,1.0,0.951,3.5,UNDER,0.2683,5%+,0.2729,0.7271,0.2801,0.5411,0.4589,110.0,,False,False,False,False,7
Aaron Civale,650644.0,TB,TBR,2023-09-20,2023,TRAIN,5.25,3.0,22.0,17,7.24,7.0,0.3291,4.18,False,1.0,1.0,1.0,1.0,6.5,OVER,0.1216,5%+,0.557,0.443,0.5849,0.4354,0.5646,-158.0,1.0,False,False,False,False,9
Reid Detmers,672282.0,LAA,TBR,2023-09-20,2023,TRAIN,5.69,4.0,26.1,19,4.5,7.0,0.1723,4.59,True,0.931,0.92,1.0,1.0,4.5,UNDER,0.0762,5%+,0.4258,0.5742,0.4671,0.502,0.498,-260.0,0.0,False,True,False,False,9
Freddy Peralta,642547.0,MIL,CLE,2023-06-24,2023,TRAIN,5.29,5.0,25.2,21,7.02,,0.278,4.78,True,1.049,1.08,1.0,0.82,4.5,OVER,0.249,5%+,0.7566,0.2434,0.8285,0.5077,0.4923,-115.0,,False,True,False,False,11
Tanner Bibee,676440.0,CLE,MIL,2023-06-24,2023,TRAIN,5.02,6.0,22.9,25,4.43,,0.1931,4.57,True,0.987,0.936,1.0,1.032,5.5,UNDER,0.1914,5%+,0.283,0.717,0.2852,0.4744,0.5256,-130.0,,False,True,False,False,10
Valente Bellozo,678368.0,MIA,LAD,2025-05-07,2025,OOS,3.83,5.1,18.2,18,1.93,7.0,0.106,4.76,True,0.9,0.92,1.0,0.976,3.5,UNDER,0.2792,5%+,0.1575,0.8425,0.131,0.4367,0.5633,-150.0,0.0,False,False,False,False,6
Triston McKenzie,663474.0,CLE,BOS,2024-04-25,2024,VALIDATION,4.58,4.0,21.3,19,2.9,7.0,0.1359,4.66,True,0.962,0.92,1.0,1.13,8.5,UNDER,0.4301,5%+,0.0066,0.9934,0.003,0.4367,0.5633,-150.0,1.0,False,False,True,False,1
Gerrit Cole,543037.0,NYY,CHC,2024-09-08,2024,VALIDATION,5.68,6.0,24.3,23,7.66,,0.3154,4.28,True,1.049,1.08,1.0,0.982,6.5,OVER,0.1251,5%+,0.6048,0.3952,0.6427,0.4797,0.5203,104.0,,False,False,False,False,7
Jameson Taillon,592791.0,CHC,NYY,2024-09-08,2024,VALIDATION,6.02,6.0,25.8,25,3.7,,0.1433,4.28,True,0.991,0.92,1.0,0.947,4.5,UNDER,0.1634,5%+,0.306,0.694,0.3118,0.4694,0.5306,-134.0,,False,True,False,False,7
Bailey Falter,663559.0,PIT,SDP,2025-05-03,2025,OOS,5.06,7.0,22.2,24,3.6,6.0,0.1619,4.39,True,1.006,0.928,1.0,1.0,3.5,OVER,0.0239,2-5%,0.4546,0.5454,0.484,0.4307,0.5693,120.0,1.0,False,True,False,False,4
Mitch Keller,656605.0,PIT,CLE,2023-07-18,2023,TRAIN,6.13,6.0,26.3,30,4.66,1.0,0.1772,4.28,True,1.036,0.92,1.0,0.82,4.5,OVER,0.0287,2-5%,0.4864,0.5136,0.4973,0.4577,0.5423,-105.0,0.0,False,True,False,False,10
Ben Lively,594902.0,CLE,PIT,2025-04-19,2025,OOS,5.0,5.1,20.6,21,3.94,3.0,0.1914,4.12,True,0.977,0.92,1.0,1.05,3.5,UNDER,0.064,5%+,0.5286,0.4714,0.5556,0.5926,0.4074,-400.0,1.0,False,False,True,False,8
Paul Skenes,694973.0,PIT,CLE,2025-04-19,2025,OOS,5.0,7.0,20.0,25,5.8,4.0,0.2904,3.99,True,1.028,1.061,1.0,0.97,6.5,UNDER,0.1878,5%+,0.3428,0.6572,0.361,0.5306,0.4694,-420.0,1.0,False,False,False,False,8
Erick Fedde,607200.0,STL,WSN,2025-05-09,2025,OOS,5.45,9.0,24.5,31,2.86,,0.1167,4.49,True,0.943,0.92,1.0,1.0,4.5,UNDER,0.2209,5%+,0.1724,0.8276,0.161,0.3933,0.6067,-186.0,,False,True,False,False,6
Mitchell Parker,680730.0,WSH,WSN,2025-05-09,2025,OOS,5.88,4.0,25.9,21,2.25,,0.0866,4.41,True,0.932,0.952,1.0,1.0,3.5,UNDER,0.3481,5%+,0.206,0.794,0.1899,0.5541,0.4459,-225.0,,False,True,False,False,6
Miles Mikolas,571945.0,STL,HOU,2023-06-28,2023,TRAIN,6.38,5.2,27.9,27,2.65,4.0,0.0951,4.37,True,0.992,0.92,1.0,0.887,3.5,UNDER,0.2699,5%+,0.2743,0.7257,0.2756,0.5442,0.4558,-230.0,0.0,False,True,False,False,11
Cristian Javier,664299.0,HOU,STL,2023-06-28,2023,TRAIN,4.92,4.0,22.2,22,2.5,1.0,0.1125,4.52,True,0.9,0.92,1.0,0.951,4.5,UNDER,0.4416,5%+,0.1408,0.8592,0.1091,0.5824,0.4176,-154.0,1.0,False,True,False,False,11
Bryce Miller,682243.0,SEA,PHI,2025-08-19,2025,OOS,4.77,5.0,22.0,22,2.54,4.0,0.1154,4.61,True,0.92,0.92,1.0,0.96,3.5,UNDER,0.3097,5%+,0.2588,0.7412,0.2504,0.5685,0.4315,118.0,0.0,False,True,False,False,8
Jameson Taillon,592791.0,CHC,LAA,2023-06-07,2023,TRAIN,3.77,5.1,20.1,24,3.44,,0.1707,5.34,True,0.938,0.92,1.0,1.103,4.5,UNDER,0.2311,5%+,0.2689,0.7311,0.2627,0.5,0.5,-125.0,,False,True,True,False,11
Jaime Barria,642545.0,LAA,CHC,2023-06-07,2023,TRAIN,5.0,5.0,21.0,18,6.51,,0.3098,4.2,False,1.0,1.0,1.0,0.99,4.5,OVER,0.1996,5%+,0.7302,0.2698,0.777,0.5306,0.4694,-335.0,,False,False,False,False,11
Joe Ryan,657746.0,MIN,SEA,2023-07-26,2023,TRAIN,5.19,3.2,23.6,20,10.43,,0.4423,4.54,True,1.03,1.08,1.0,1.148,8.5,OVER,0.2364,5%+,0.6302,0.3698,0.7136,0.3938,0.6062,135.0,,False,True,True,False,1
Zack Littell,641793.0,TB,BAL,2023-09-17,2023,TRAIN,5.99,4.2,25.6,18,4.52,,0.177,4.27,False,1.0,1.0,1.0,0.994,3.5,OVER,0.0837,5%+,0.6336,0.3664,0.6618,0.5499,0.4501,-145.0,,False,False,False,False,2
Dean Kremer,665152.0,BAL,TBR,2023-09-17,2023,TRAIN,5.19,5.0,23.3,19,3.95,,0.1696,4.48,True,0.958,0.968,1.0,1.0,6.5,UNDER,0.2676,5%+,0.1359,0.8641,0.1054,0.4035,0.5965,-180.0,,False,True,False,False,1
Ronel Blanco,669854.0,HOU,SEA,2024-05-03,2024,VALIDATION,6.28,6.0,25.6,24,7.49,6.0,0.2924,4.08,True,0.98,1.062,1.0,1.18,6.5,OVER,0.1345,5%+,0.5748,0.4252,0.6203,0.4403,0.5597,115.0,0.0,False,True,True,False,10
George Kirby,669923.0,SEA,HOU,2024-05-03,2024,VALIDATION,5.59,6.0,25.8,22,6.25,3.0,0.2424,4.61,True,0.996,0.922,1.0,0.859,5.5,OVER,0.107,5%+,0.5472,0.4528,0.5942,0.4402,0.5598,-167.0,0.0,False,True,False,False,10
Davis Martin,663436.0,CWS,CHW,2024-08-26,2024,VALIDATION,4.91,5.0,22.1,23,5.04,,0.2278,4.51,True,1.013,0.988,1.0,1.0,4.5,UNDER,0.0591,5%+,0.5244,0.4756,0.567,0.5835,0.4165,118.0,,False,False,False,False,6
Mitch Keller,656605.0,PIT,MIN,2025-07-13,2025,OOS,5.99,6.0,25.0,22,4.2,3.0,0.168,4.17,True,0.921,0.92,1.0,1.002,4.5,UNDER,0.1931,5%+,0.384,0.616,0.4096,0.5771,0.4229,-167.0,1.0,False,True,False,False,7
Simeon Woods Richardson,680573.0,MIN,PIT,2025-07-13,2025,OOS,4.99,4.2,20.6,21,4.27,3.0,0.207,4.13,True,0.991,0.92,1.0,1.05,4.5,UNDER,0.0448,2-5%,0.4136,0.5864,0.4231,0.4584,0.5416,-136.0,1.0,False,True,True,False,8
Sean Newcomb,656794.0,BOS,CHW,2025-04-11,2025,OOS,4.1,4.0,17.2,22,3.79,,0.2198,4.2,False,1.0,1.0,1.0,1.0,4.5,UNDER,0.2376,5%+,0.3186,0.6814,0.3293,0.5562,0.4438,-215.0,,False,False,False,False,8
Davis Martin,663436.0,CWS,CHW,2025-04-11,2025,OOS,5.0,6.0,21.0,25,1.72,,0.0819,4.2,False,1.0,1.0,1.0,1.0,4.5,UNDER,0.3933,5%+,0.042,0.958,0.031,0.4354,0.5646,-140.0,,False,False,False,False,8
Erick Fedde,607200.0,STL,MIL,2025-06-13,2025,OOS,5.54,5.1,24.4,21,2.91,,0.1191,4.4,True,0.93,0.92,1.0,0.89,3.5,UNDER,0.2504,5%+,0.3242,0.6758,0.332,0.5746,0.4254,-500.0,,False,True,False,False,6
Freddy Peralta,642547.0,MIL,STL,2025-06-13,2025,OOS,5.44,6.0,23.7,24,5.64,,0.2376,4.36,True,0.979,1.08,1.0,0.978,5.5,UNDER,0.0975,5%+,0.4746,0.5254,0.495,0.5721,0.4279,120.0,,False,True,False,False,6
Johnny Cueto,456501.0,MIA,DET,2023-07-29,2023,TRAIN,3.57,6.0,15.0,23,3.13,5.0,0.2085,4.2,False,1.0,1.0,1.0,1.095,4.5,UNDER,0.2904,5%+,0.2299,0.7701,0.2064,0.5203,0.4797,-250.0,0.0,False,False,True,False,10
Framber Valdez,664285.0,HOU,CHW,2024-08-18,2024,VALIDATION,6.38,7.0,26.7,23,9.55,9.0,0.3572,4.19,True,1.1,1.08,1.0,1.0,6.5,OVER,0.2573,5%+,0.7749,0.2251,0.8385,0.5176,0.4824,-122.0,1.0,True,False,False,False,8
Ky Bush,681066.0,CWS,HOU,2024-08-18,2024,VALIDATION,4.18,6.0,17.6,24,1.71,5.0,0.0975,4.2,False,1.0,1.0,1.0,0.859,3.5,UNDER,0.385,5%+,0.1252,0.8748,0.095,0.5101,0.4899,-770.0,0.0,False,False,False,False,8
Mitchell Parker,680730.0,WSH,MIL,2025-07-11,2025,OOS,5.48,4.2,26.0,25,3.28,,0.1264,4.74,True,1.007,0.986,1.0,0.89,3.5,UNDER,0.1228,5%+,0.3936,0.6064,0.4163,0.5164,0.4836,-265.0,,False,False,False,False,6
Bryce Elder,693821.0,ATL,CHC,2023-08-05,2023,TRAIN,5.26,4.1,25.4,24,2.9,3.0,0.1143,4.83,True,0.949,0.92,1.0,0.99,3.5,UNDER,0.2413,5%+,0.3306,0.6694,0.3306,0.5719,0.4281,-174.0,1.0,False,True,False,False,9
Edward Cabrera,665795.0,MIA,WSN,2024-04-27,2024,VALIDATION,5.0,4.1,21.0,20,7.71,4.0,0.3673,4.2,False,1.0,1.0,1.0,1.0,5.5,OVER,0.2316,5%+,0.7264,0.2736,0.781,0.4948,0.5052,-205.0,0.0,False,False,False,False,10
Mitchell Parker,680730.0,WSH,MIA,2024-04-27,2024,VALIDATION,5.0,4.0,21.0,19,6.09,2.0,0.2899,4.2,False,1.0,1.0,1.0,1.066,4.5,OVER,0.1655,5%+,0.684,0.316,0.7265,0.5185,0.4815,-230.0,0.0,False,False,True,False,10
George Kirby,669923.0,SEA,TBR,2024-06-26,2024,VALIDATION,6.32,6.0,25.3,21,6.15,7.0,0.2431,4.0,True,0.999,1.055,1.0,1.0,7.5,UNDER,0.386,5%+,0.2655,0.7345,0.2767,0.6515,0.3485,170.0,1.0,False,True,False,False,1
David Peterson,656849.0,NYM,BAL,2023-08-04,2023,TRAIN,4.96,3.0,23.6,12,5.83,1.0,0.2472,4.76,True,1.045,1.041,1.0,0.994,4.5,OVER,0.204,5%+,0.6424,0.3576,0.6915,0.4384,0.5616,110.0,0.0,False,True,False,False,6
