features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_status,val_attenuation,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_status,oos_attenuation,synthetic_roi,real_roi,games_per_season
contact_hh_rate_last_20_HIGH × opp_pl_two_strike_secondary_pct_last_3_LOW,contact_hh_rate_last_20_HIGH,opp_pl_two_strike_secondary_pct_last_3_LOW,2,130,2.027881704093711,1.2615384615384615,1.0191526746940631,0.659026980713265,3.0362705557675596,5,3,OVER,PLAUSIBLE,130,-0.523609016182663,0.23461538461538461,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_HIGH × opp_pl_velo_ff_mean_last_3_LOW,contact_hh_rate_last_20_HIGH,opp_pl_velo_ff_mean_last_3_LOW,2,108,2.0874747160316356,1.3657407407407407,1.0191526746940631,0.2866864719052263,2.8611853739870288,4,3,OVER,PLAUSIBLE,132,0.34104728287090613,0.5568181818181818,OVER,True,WEAK,83.66220772631684,231.0,0.8035418570728351,0.5974025974025974,OVER,True,THREE_STAGE_SURVIVOR,61.506510670443134,-2.433628318584071,-2.460788659725599,150.0
contact_hh_rate_last_20_HIGH × opp_pl_velo_ff_mean_season_baseline_LOW,contact_hh_rate_last_20_HIGH,opp_pl_velo_ff_mean_season_baseline_LOW,2,113,2.3777013358368073,1.4690265486725664,1.0191526746940631,0.8880928487121028,3.075881959040534,4,4,OVER,PLAUSIBLE,143,1.0295208378316627,0.7972027972027972,OVER,True,PASS,56.70100267368805,236.0,0.6748284824505861,0.5572033898305084,OVER,True,WEAK,71.61845046391888,,,
contact_hh_rate_last_20_HIGH × middle_order_barrel_rate_LOW,contact_hh_rate_last_20_HIGH,middle_order_barrel_rate_LOW,2,106,2.609228723185049,1.6037735849056605,1.0191526746940631,0.9513444674610981,2.6589016353137183,3,4,OVER,PLAUSIBLE,117,0.26364490043282324,0.5341880341880342,OVER,True,WEAK,89.89567690673758,297.0,-1.5079721097909546,-0.03367003367003367,UNDER,False,DEAD,,,,
contact_hh_rate_last_20_HIGH × middle_order_xwoba_contact_LOW,contact_hh_rate_last_20_HIGH,middle_order_xwoba_contact_LOW,2,112,3.0133537763395983,1.7455357142857142,1.0191526746940631,0.8359016683277427,2.8517808267962033,4,4,OVER,PLAUSIBLE,85,0.0362170834228486,0.4470588235294118,OVER,True,WEAK,98.79811379243884,252.0,-0.940873967861289,0.09325396825396826,UNDER,False,DEAD,,,,
contact_hh_rate_last_20_HIGH × bottom_order_xwoba_contact_LOW,contact_hh_rate_last_20_HIGH,bottom_order_xwoba_contact_LOW,2,90,2.3381571215468524,1.5722222222222222,1.0191526746940631,0.07657830981715677,2.220360568939461,4,4,OVER,PLAUSIBLE,51,-0.22824566159916404,0.29411764705882354,UNDER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × contact_barrel_rate_last_7_LOW,contact_hh_rate_last_20_LOW,contact_barrel_rate_last_7_LOW,2,251,-2.167188661332904,-0.16334661354581673,-1.5021519490331774,-1.7863908836496099,-2.4849697088136975,3,4,UNDER,PLAUSIBLE,502,0.4449099807176492,0.5149402390438247,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × damage_hr_rate_last_7_LOW,contact_hh_rate_last_20_LOW,damage_hr_rate_last_7_LOW,2,232,-2.114047005586028,-0.1724137931034483,-1.5021519490331774,-1.238967750314259,-1.9586964709977033,3,4,UNDER,PLAUSIBLE,458,0.8817342760825205,0.6058951965065502,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × bullpen_pitches_last_game_HIGH,contact_hh_rate_last_20_LOW,bullpen_pitches_last_game_HIGH,2,131,-2.4358195143637733,-0.5076335877862596,-1.5021519490331774,-0.558855810850369,-2.590660050660736,3,4,UNDER,PLAUSIBLE,318,0.291587895105925,0.5,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × high_leverage_available_HIGH,contact_hh_rate_last_20_LOW,high_leverage_available_HIGH,2,132,-2.0989875270867544,-0.3712121212121212,-1.5021519490331774,-0.20589427281421982,-2.0445583848514306,3,4,UNDER,PLAUSIBLE,309,0.6411886175989193,0.5857605177993528,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × opp_sp_command_zone_rate_last_3_HIGH,contact_hh_rate_last_20_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,138,-2.254676142279784,-0.41304347826086957,-1.5021519490331774,-1.2435741022485456,-2.336397191830953,3,4,UNDER,PLAUSIBLE,326,-0.6210260267018063,0.2837423312883436,UNDER,True,WEAK,72.4560873707625,176.0,-1.0698640968703226,-0.002840909090909091,UNDER,True,THREE_STAGE_SURVIVOR,52.5491010966859,6.301652892561983,6.162943242635377,205.0
contact_hh_rate_last_20_LOW × opp_sp_command_zone_rate_last_5_HIGH,contact_hh_rate_last_20_LOW,opp_sp_command_zone_rate_last_5_HIGH,2,137,-2.442947377448555,-0.48905109489051096,-1.5021519490331774,-1.07963289273712,-2.732862290385309,3,4,UNDER,PLAUSIBLE,318,-0.5966475663227356,0.28773584905660377,UNDER,True,WEAK,75.57673276835452,189.0,-1.4559345958318204,-0.1164021164021164,UNDER,True,THREE_STAGE_SURVIVOR,40.40253960147038,5.276235019000292,5.151386745661157,207.0
contact_hh_rate_last_20_LOW × opp_sp_contact_barrel_allowed_last_3_LOW,contact_hh_rate_last_20_LOW,opp_sp_contact_barrel_allowed_last_3_LOW,2,139,-2.489219710763941,-0.5,-1.5021519490331774,-0.8138815479787308,-3.8007372888143367,4,4,UNDER,PLAUSIBLE,317,-0.3217308524960488,0.35331230283911674,UNDER,True,WEAK,87.07503194254758,111.0,-3.355342316191378,-1.072072072072072,UNDER,True,THREE_STAGE_SURVIVOR,-34.79494404138492,7.981851789615193,7.873834130691559,180.0
contact_hh_rate_last_20_LOW × opp_sp_contact_ev_allowed_last_3_LOW,contact_hh_rate_last_20_LOW,opp_sp_contact_ev_allowed_last_3_LOW,2,139,-2.086523817604321,-0.34532374100719426,-1.5021519490331774,-1.2767391744892946,-3.121777007901135,4,4,UNDER,PLAUSIBLE,294,0.27352593788413954,0.49829931972789115,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × park_factor_runs_LOW,contact_hh_rate_last_20_LOW,park_factor_runs_LOW,2,191,-2.542425094612761,-0.3769633507853403,-1.5021519490331774,-0.6436062893558794,-3.6983835375602627,4,4,UNDER,PLAUSIBLE,438,0.8691957669662174,0.6073059360730594,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × park_factor_hr_LOW,contact_hh_rate_last_20_LOW,park_factor_hr_LOW,2,191,-2.542425094612761,-0.3769633507853403,-1.5021519490331774,-0.6436062893558794,-3.6983835375602627,4,4,UNDER,PLAUSIBLE,438,0.8691957669662174,0.6073059360730594,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × batting_hard_hit_rate_last_1_LOW,contact_hh_rate_last_20_LOW,batting_hard_hit_rate_last_1_LOW,2,208,-2.218186630633085,-0.2403846153846154,-1.5021519490331774,-0.8504385117566212,-2.853182539703203,3,4,UNDER,PLAUSIBLE,412,-0.3617523079604568,0.35436893203883496,UNDER,True,WEAK,83.69152969526237,185.0,0.09734663458681463,0.3918918918918919,OVER,False,DEAD,,,,
contact_hh_rate_last_20_LOW × batting_barrel_rate_last_1_LOW,contact_hh_rate_last_20_LOW,batting_barrel_rate_last_1_LOW,2,188,-2.25875092687756,-0.2898936170212766,-1.5021519490331774,-1.0810572310829079,-3.607477694430346,4,4,UNDER,PLAUSIBLE,400,0.9958079401415824,0.6425,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × batting_barrel_rate_last_3_LOW,contact_hh_rate_last_20_LOW,batting_barrel_rate_last_3_LOW,2,229,-2.013030980182189,-0.1462882096069869,-1.5021519490331774,-1.366533605212984,-2.938770355652499,3,4,UNDER,PLAUSIBLE,419,1.6014621303271181,0.7637231503579952,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × batting_barrel_rate_last_5_LOW,contact_hh_rate_last_20_LOW,batting_barrel_rate_last_5_LOW,2,249,-2.3380358203116693,-0.21485943775100402,-1.5021519490331774,-1.797445880649283,-4.823321536185305,5,4,UNDER,PLAUSIBLE,453,0.29840699971548307,0.4900662251655629,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × opp_pl_chase_rate_last_3_LOW,contact_hh_rate_last_20_LOW,opp_pl_chase_rate_last_3_LOW,2,128,-2.02760777767075,-0.35546875,-1.5021519490331774,-1.1024814893957193,-2.316887459225571,3,4,UNDER,PLAUSIBLE,330,-0.9624247608797005,0.20454545454545456,UNDER,True,PASS,52.53397765196468,176.0,-1.6063896638127917,-0.1846590909090909,UNDER,True,THREE_STAGE_SURVIVOR,20.77414174953699,7.210031347962377,7.1139029247170305,203.0
contact_hh_rate_last_20_LOW × opp_pl_chase_rate_last_5_LOW,contact_hh_rate_last_20_LOW,opp_pl_chase_rate_last_5_LOW,2,123,-2.550642440777761,-0.5853658536585366,-1.5021519490331774,-1.1053602859490004,-2.5719496055911257,3,4,UNDER,PLAUSIBLE,307,-0.7715243553645246,0.24267100977198697,UNDER,True,WEAK,69.75176359375304,182.0,-1.6564935156553175,-0.19230769230769232,UNDER,True,THREE_STAGE_SURVIVOR,35.05583184955523,7.10323574730354,7.012087128367495,196.0
contact_hh_rate_last_20_LOW × opp_pl_velo_effective_mean_last_5_HIGH,contact_hh_rate_last_20_LOW,opp_pl_velo_effective_mean_last_5_HIGH,2,124,-2.0635326982915756,-0.38306451612903225,-1.5021519490331774,-0.6442836668848729,-2.347455752808054,4,3,UNDER,PLAUSIBLE,306,0.12505833350646584,0.46078431372549017,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × opp_pl_velo_ff_mean_season_baseline_HIGH,contact_hh_rate_last_20_LOW,opp_pl_velo_ff_mean_season_baseline_HIGH,2,122,-2.1621027577888703,-0.430327868852459,-1.5021519490331774,-0.8616161256721546,-2.6012041843325204,4,4,UNDER,PLAUSIBLE,273,-0.9157162043702303,0.19413919413919414,UNDER,True,PASS,57.64696191837289,147.0,-0.006937819119397415,0.35714285714285715,UNDER,True,WEAK,99.67911704962198,,,
contact_hh_rate_last_20_LOW × opp_pl_velo_mean_last_3_HIGH,contact_hh_rate_last_20_LOW,opp_pl_velo_mean_last_3_HIGH,2,128,-2.1056808279254193,-0.38671875,-1.5021519490331774,-0.5474080808083222,-1.949320254260949,3,4,UNDER,PLAUSIBLE,291,0.0244490726626272,0.436426116838488,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × opp_pl_velo_mean_last_5_HIGH,contact_hh_rate_last_20_LOW,opp_pl_velo_mean_last_5_HIGH,2,124,-2.1031938474821166,-0.39919354838709675,-1.5021519490331774,-0.8344777722488255,-2.402646978536485,4,4,UNDER,PLAUSIBLE,274,-0.48776711141577694,0.30474452554744524,UNDER,True,WEAK,76.80826653236373,148.0,-0.8911126022558102,0.030405405405405407,UNDER,True,THREE_STAGE_SURVIVOR,57.630505465645754,1.328671328671328,1.1651851362323606,173.0
contact_hh_rate_last_20_LOW × opp_pl_zone_rate_last_3_HIGH,contact_hh_rate_last_20_LOW,opp_pl_zone_rate_last_3_HIGH,2,128,-2.02760777767075,-0.35546875,-1.5021519490331774,-1.1024814893957193,-2.316887459225571,3,4,UNDER,PLAUSIBLE,330,-0.9624247608797005,0.20454545454545456,UNDER,True,PASS,52.53397765196468,176.0,-1.6063896638127917,-0.1846590909090909,UNDER,True,THREE_STAGE_SURVIVOR,20.77414174953699,7.210031347962377,7.1139029247170305,203.0
contact_hh_rate_last_20_LOW × opp_pl_zone_rate_last_5_HIGH,contact_hh_rate_last_20_LOW,opp_pl_zone_rate_last_5_HIGH,2,123,-2.550642440777761,-0.5853658536585366,-1.5021519490331774,-1.1053602859490004,-2.5719496055911257,3,4,UNDER,PLAUSIBLE,307,-0.7715243553645246,0.24267100977198697,UNDER,True,WEAK,69.75176359375304,182.0,-1.6564935156553175,-0.19230769230769232,UNDER,True,THREE_STAGE_SURVIVOR,35.05583184955523,7.10323574730354,7.012087128367495,196.0
contact_hh_rate_last_20_LOW × opp_pl_zone_rate_season_baseline_HIGH,contact_hh_rate_last_20_LOW,opp_pl_zone_rate_season_baseline_HIGH,2,125,-2.261781673619259,-0.46,-1.5021519490331774,-1.3695875522544514,-2.8712019880772686,4,4,UNDER,PLAUSIBLE,357,0.2530636003150812,0.48739495798319327,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × top_order_hard_hit_rate_LOW,contact_hh_rate_last_20_LOW,top_order_hard_hit_rate_LOW,2,223,-2.0734010665096188,-0.1726457399103139,-1.5021519490331774,-0.8580745183774408,-3.5069334316725085,4,4,UNDER,PLAUSIBLE,294,-0.876065487317005,0.21258503401360543,UNDER,True,PASS,57.74741792759944,165.0,-1.0191163032644726,0.0030303030303030303,UNDER,True,THREE_STAGE_SURVIVOR,50.848086280766616,7.130942452043368,7.085857289135489,218.0
contact_hh_rate_last_20_LOW × top_order_xwoba_contact_LOW,contact_hh_rate_last_20_LOW,top_order_xwoba_contact_LOW,2,236,-2.3450836879661576,-0.23516949152542374,-1.5021519490331774,-1.563871505987745,-3.3453212980374474,4,3,UNDER,PLAUSIBLE,201,-0.05783129021802752,0.4129353233830846,UNDER,True,WEAK,97.53393490753486,131.0,-1.3724785872735068,-0.17938931297709923,UNDER,True,THREE_STAGE_SURVIVOR,41.47421713278689,5.43786488740617,5.3132878727589095,181.0
contact_hh_rate_last_20_LOW × middle_order_coverage_HIGH,contact_hh_rate_last_20_LOW,middle_order_coverage_HIGH,2,371,-2.0317382805663406,-0.0215633423180593,-1.5021519490331774,0.007705703052243991,-4.7572150469634,3,4,UNDER,PLAUSIBLE,803,0.24805015955090118,0.4676214196762142,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × lineup_depth_dropoff_ev_LOW,contact_hh_rate_last_20_LOW,lineup_depth_dropoff_ev_LOW,2,208,-2.034450012140346,-0.18269230769230768,-1.5021519490331774,-1.4241824885144485,-4.527026476449068,4,3,UNDER,PLAUSIBLE,312,-1.0064606677632881,0.1875,UNDER,True,PASS,50.52910311104475,162.0,-1.6912098982178694,-0.23765432098765432,UNDER,True,THREE_STAGE_SURVIVOR,16.871395801038656,8.34597875569044,8.227420030788867,219.0
contact_hh_rate_last_20_LOW × low_lev_k_rate_last_5_LOW,contact_hh_rate_last_20_LOW,low_lev_k_rate_last_5_LOW,2,116,-2.222713028327706,-0.47844827586206895,-1.5021519490331774,-1.229493948520983,-2.682119821447883,4,4,UNDER,PLAUSIBLE,334,0.388713344429389,0.5209580838323353,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × low_lev_k_rate_last_10_LOW,contact_hh_rate_last_20_LOW,low_lev_k_rate_last_10_LOW,2,136,-2.102436677942667,-0.3602941176470588,-1.5021519490331774,-1.3762343912115411,-3.065373101524351,3,3,UNDER,PLAUSIBLE,382,0.10347398318081498,0.45287958115183247,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × exit_prob_by_5_last_5_HIGH,contact_hh_rate_last_20_LOW,exit_prob_by_5_last_5_HIGH,2,173,-2.130645291374403,-0.2774566473988439,-1.5021519490331774,-0.9548936757154578,-3.5380491635780054,4,4,UNDER,PLAUSIBLE,382,0.5717164730373273,0.5549738219895288,OVER,False,DEAD,,,,,,,,,,,
contact_hh_rate_last_20_LOW × exit_prob_by_5_baseline_HIGH,contact_hh_rate_last_20_LOW,exit_prob_by_5_baseline_HIGH,2,116,-2.2329645220591248,-0.4827586206896552,-1.5021519490331774,-1.5211836397184277,-2.672791769723862,3,3,UNDER,PLAUSIBLE,249,-0.1360584015247862,0.39357429718875503,UNDER,True,WEAK,93.90682654468151,133.0,-1.491719646269506,-0.22180451127819548,UNDER,True,THREE_STAGE_SURVIVOR,33.195550957794936,5.301435406698566,5.468240205951447,158.0
contact_barrel_rate_last_7_HIGH × contact_la_last_15_HIGH,contact_barrel_rate_last_7_HIGH,contact_la_last_15_HIGH,2,201,2.053208144832586,1.1119402985074627,1.1086353022584954,1.0349437266171984,1.622601233434857,3,4,OVER,PLAUSIBLE,247,-0.12375795077490813,0.3967611336032389,UNDER,False,DEAD,,,,,,,,,,,
contact_barrel_rate_last_7_HIGH × damage_iso_last_20_HIGH,contact_barrel_rate_last_7_HIGH,damage_iso_last_20_HIGH,2,239,2.356684877862738,1.1464435146443515,1.1086353022584954,1.3876105529005496,2.903701230139949,4,4,OVER,PLAUSIBLE,224,0.33095951476118873,0.5245535714285714,OVER,True,WEAK,85.95656475458297,304.0,1.1819226296110872,0.6644736842105263,OVER,True,THREE_STAGE_SURVIVOR,49.84808360619834,-1.4496314496314524,-1.3514630524084636,246.0
contact_barrel_rate_last_7_HIGH × damage_hr_rate_last_15_HIGH,contact_barrel_rate_last_7_HIGH,damage_hr_rate_last_15_HIGH,2,262,2.2168884873363646,1.0763358778625953,1.1086353022584954,1.2139089817460627,2.950047380642065,4,4,OVER,PLAUSIBLE,229,-0.023925585247667906,0.42358078602620086,UNDER,False,DEAD,,,,,,,,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_batmiss_whiff_rate_last_3_LOW,contact_barrel_rate_last_7_HIGH,opp_sp_batmiss_whiff_rate_last_3_LOW,2,138,3.1308882620063576,1.6630434782608696,1.1086353022584954,0.6855275997550142,2.0942265390938553,3,4,OVER,PLAUSIBLE,173,0.6789309316677757,0.6502890173410405,OVER,True,WEAK,78.3150698826697,254.0,0.12745567764255084,0.3956692913385827,OVER,True,WEAK,95.92908890460134,,,
contact_barrel_rate_last_7_HIGH × opp_sp_batmiss_whiff_rate_last_5_LOW,contact_barrel_rate_last_7_HIGH,opp_sp_batmiss_whiff_rate_last_5_LOW,2,135,3.3055237742853003,1.7444444444444445,1.1086353022584954,1.5346839748698993,2.7911835227506367,3,4,OVER,PLAUSIBLE,174,1.9768488603104728,1.0689655172413792,OVER,True,PASS,40.19559394220679,242.0,-0.12226799725665759,0.3243801652892562,UNDER,False,DEAD,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_command_bb_rate_last_5_LOW,contact_barrel_rate_last_7_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,131,3.0049408900893573,1.6450381679389312,1.1086353022584954,1.5941058807717499,2.6786167557609164,3,4,OVER,PLAUSIBLE,150,1.7809515982133788,1.05,OVER,True,PASS,40.73255803176817,237.0,1.1088850323456119,0.6835443037974683,OVER,True,THREE_STAGE_SURVIVOR,63.097941926150924,2.680188337558852,2.768697525166086,167.0
contact_barrel_rate_last_7_HIGH × opp_sp_command_bb_rate_last_10_LOW,contact_barrel_rate_last_7_HIGH,opp_sp_command_bb_rate_last_10_LOW,2,116,2.8620278624558506,1.6594827586206897,1.1086353022584954,1.3583306582508177,2.658809908253092,4,4,OVER,PLAUSIBLE,138,1.6403119548857692,1.0253623188405796,OVER,True,PASS,42.68707246342986,203.0,0.8426819281525426,0.625615763546798,OVER,True,WEAK,70.55647363860903,,,
contact_barrel_rate_last_7_HIGH × opp_sp_contact_hh_allowed_last_10_LOW,contact_barrel_rate_last_7_HIGH,opp_sp_contact_hh_allowed_last_10_LOW,2,113,3.281342852800151,1.8539823008849559,1.1086353022584954,1.1473048852116607,3.2153892646069377,4,4,OVER,PLAUSIBLE,139,0.14302173215448963,0.48201438848920863,OVER,True,WEAK,95.64136578923957,144.0,-0.6079619831662664,0.13194444444444445,UNDER,False,DEAD,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_contact_barrel_allowed_last_5_HIGH,contact_barrel_rate_last_7_HIGH,opp_sp_contact_barrel_allowed_last_5_HIGH,2,132,2.427382836815649,1.4128787878787878,1.1086353022584954,1.5682726284151713,1.6103269561826012,4,3,OVER,PLAUSIBLE,132,-0.026593290182820337,0.42045454545454547,UNDER,False,DEAD,,,,,,,,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_contact_ev_allowed_last_10_LOW,contact_barrel_rate_last_7_HIGH,opp_sp_contact_ev_allowed_last_10_LOW,2,116,2.6672494815589,1.5775862068965518,1.1086353022584954,0.5980045163861814,3.0674263072129175,3,4,OVER,PLAUSIBLE,155,-0.003757481761984474,0.4290322580645161,UNDER,False,DEAD,,,,,,,,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_contact_la_allowed_last_3_HIGH,contact_barrel_rate_last_7_HIGH,opp_sp_contact_la_allowed_last_3_HIGH,2,135,2.0796691458974204,1.2666666666666666,1.1086353022584954,1.205113731526747,2.108396854184347,3,4,OVER,PLAUSIBLE,161,0.3646733445875905,0.5527950310559007,OVER,True,WEAK,82.46483844283672,259.0,1.0135624582540568,0.6428571428571429,OVER,True,THREE_STAGE_SURVIVOR,51.263283380747396,-2.927580893682592,-2.96428403983644,177.0
contact_barrel_rate_last_7_HIGH × opp_sp_contact_la_allowed_last_5_HIGH,contact_barrel_rate_last_7_HIGH,opp_sp_contact_la_allowed_last_5_HIGH,2,136,2.3474048919295,1.3676470588235294,1.1086353022584954,1.4451142320825063,2.0796441770956946,4,3,OVER,PLAUSIBLE,158,-0.26117804325972854,0.34177215189873417,UNDER,False,DEAD,,,,,,,,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_workload_ip_last_3_HIGH,contact_barrel_rate_last_7_HIGH,opp_sp_workload_ip_last_3_HIGH,2,156,2.1454088298297624,1.233974358974359,1.1086353022584954,1.478035369061698,2.0456649751474614,4,3,OVER,PLAUSIBLE,165,0.10956287567720051,0.4666666666666667,OVER,True,WEAK,94.89314697721765,206.0,-0.09455644309403888,0.3300970873786408,UNDER,False,DEAD,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_workload_ip_last_5_HIGH,contact_barrel_rate_last_7_HIGH,opp_sp_workload_ip_last_5_HIGH,2,142,2.0519858392612007,1.2359154929577465,1.1086353022584954,1.0588806003835425,2.2001776410120897,4,4,OVER,PLAUSIBLE,149,0.3726111271663621,0.5604026845637584,OVER,True,WEAK,81.84143769235183,180.0,-0.13675716852898784,0.3138888888888889,UNDER,False,DEAD,,,,
contact_barrel_rate_last_7_HIGH × opp_sp_workload_ip_last_10_HIGH,contact_barrel_rate_last_7_HIGH,opp_sp_workload_ip_last_10_HIGH,2,133,2.2180278764793178,1.3270676691729324,1.1086353022584954,1.7744349635143328,2.4355841110735077,4,4,OVER,PLAUSIBLE,129,0.3303408630824612,0.5542635658914729,OVER,True,WEAK,85.10655043674149,158.0,0.1621806036640685,0.4177215189873418,OVER,True,WEAK,92.6880718955842,,,
contact_barrel_rate_last_7_HIGH × wind_speed_HIGH,contact_barrel_rate_last_7_HIGH,wind_speed_HIGH,2,153,2.05687437168598,1.2091503267973855,1.1086353022584954,0.755178115552178,2.2925806252249243,3,4,OVER,PLAUSIBLE,218,-0.15590236712566266,0.3853211009174312,UNDER,False,DEAD,,,,,,,,,,,
contact_barrel_rate_last_7_HIGH × batting_hard_hit_rate_last_3_LOW,contact_barrel_rate_last_7_HIGH,batting_hard_hit_rate_last_3_LOW,2,88,2.4095914916918577,1.6193181818181819,1.1086353022584954,0.277120507132122,1.927977172501509,3,3,OVER,PLAUSIBLE,124,0.19261841531977147,0.5040322580645161,OVER,True,WEAK,92.00617963734062,134.0,-0.3401445087489989,0.22761194029850745,UNDER,False,DEAD,,,,
contact_barrel_rate_last_7_HIGH × opp_pl_velo_ff_mean_season_baseline_LOW,contact_barrel_rate_last_7_HIGH,opp_pl_velo_ff_mean_season_baseline_LOW,2,116,2.1444233012565586,1.3577586206896552,1.1086353022584954,0.8880928487121028,3.1840900463658977,4,3,OVER,PLAUSIBLE,154,0.24073478068776039,0.512987012987013,OVER,True,WEAK,88.77391508725455,172.0,-0.4302997170917826,0.21220930232558138,UNDER,False,DEAD,,,,
contact_barrel_rate_last_7_HIGH × opp_pl_zone_drift_last_3_HIGH,contact_barrel_rate_last_7_HIGH,opp_pl_zone_drift_last_3_HIGH,2,131,3.2075223945104847,1.7251908396946565,1.1086353022584954,0.2002418164726616,3.4743736808458485,4,4,OVER,PLAUSIBLE,106,0.39626967540277935,0.5943396226415094,OVER,True,WEAK,87.64561469372825,192.0,0.43237173968788123,0.5,OVER,True,WEAK,86.52007105459765,,,
contact_barrel_rate_last_7_HIGH × middle_order_barrel_rate_LOW,contact_barrel_rate_last_7_HIGH,middle_order_barrel_rate_LOW,2,118,2.483705418053826,1.4915254237288136,1.1086353022584954,0.9513444674610981,2.959043535738978,4,4,OVER,PLAUSIBLE,134,-0.6925278878699277,0.17537313432835822,UNDER,False,DEAD,,,,,,,,,,,
contact_barrel_rate_last_7_HIGH × med_lev_k_rate_last_5_LOW,contact_barrel_rate_last_7_HIGH,med_lev_k_rate_last_5_LOW,2,109,2.0788053167213825,1.3577981651376148,1.1086353022584954,0.7857934268453529,2.3418913749619783,3,3,OVER,PLAUSIBLE,153,-0.7557837054420806,0.16993464052287582,UNDER,False,DEAD,,,,,,,,,,,
