features,feature_a,feature_b,depth,n_flagged,z_score,mean_residual,z_a,z_b,controlled_z,bucket_consistent,month_consistent,direction,plausibility,val_n,val_z,val_mean_residual,val_direction,val_consistent,val_attenuation,val_status,oos_n,oos_z,oos_mean_residual,oos_direction,oos_consistent,oos_attenuation,oos_status,synthetic_roi,real_roi,games_per_season
contact_xslg_last_10_LOW × opp_pl_secondary_pitch_pct_last_3_HIGH,contact_xslg_last_10_LOW,opp_pl_secondary_pitch_pct_last_3_HIGH,2,126,-2.291270239989196,-0.46825396825396826,-0.43362410223436787,-0.41147173584814334,-3.2546332621518617,4,3,UNDER,PLAUSIBLE,273,-0.04227899954117555,0.4194139194139194,UNDER,True,98.15477900409621,WEAK,266,-0.888994334104054,0.11466165413533834,UNDER,True,61.20080824214581,THREE_STAGE_SURVIVOR,2.8887000849617697,2.7249114973109556,214
contact_xslg_last_10_LOW × opp_pl_zone_rate_last_3_HIGH,contact_xslg_last_10_LOW,opp_pl_zone_rate_last_3_HIGH,2,129,-3.0687733043440617,-0.7674418604651163,-0.43362410223436787,-1.1024814893957193,-3.394641164829257,3,4,UNDER,PLAUSIBLE,340,-0.3157146580623689,0.3573529411764706,UNDER,True,89.7120240972035,WEAK,431,-1.0986016111610617,0.12180974477958237,UNDER,True,64.200626693216,THREE_STAGE_SURVIVOR,4.742619631248,4.481826676945211,284
contact_xslg_last_15_HIGH × damage_iso_last_15_HIGH,contact_xslg_last_15_HIGH,damage_iso_last_15_HIGH,2,278,2.035628197936072,1.0089928057553956,1.0928442503353601,1.2876005573873603,3.050014537352387,4,3,OVER,PLAUSIBLE,248,1.1888079848268887,0.7520161290322581,OVER,True,41.599945116096166,PASS,249,0.9152679332203529,0.6204819277108434,OVER,True,55.03756854280436,THREE_STAGE_SURVIVOR,-2.5036460865337897,-2.4029719139627037,249
contact_xslg_last_15_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,contact_xslg_last_15_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,118,2.7581400435732015,1.6059322033898304,1.0928442503353601,0.9953707406429112,1.7315716105902585,3,4,OVER,PLAUSIBLE,140,0.5802033709413945,0.6392857142857142,OVER,True,78.96396260612877,WEAK,145,1.05920501772999,0.7551724137931034,OVER,True,61.59712701325426,THREE_STAGE_SURVIVOR,-0.39525691699605137,0.12419242194883218,130
contact_xslg_last_15_HIGH × opp_sp_command_bb_rate_last_5_LOW,contact_xslg_last_15_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,136,2.082307947341371,1.2647058823529411,1.0928442503353601,1.5941058807717499,2.048089468910098,4,4,OVER,PLAUSIBLE,128,1.3672411556808532,0.9453125,OVER,True,34.340107695093494,PASS,141,1.0448806838084845,0.7553191489361702,OVER,True,49.82102982690157,THREE_STAGE_SURVIVOR,3.2867132867132853,3.278725823146389,130
contact_xslg_last_15_HIGH × wind_speed_HIGH,contact_xslg_last_15_HIGH,wind_speed_HIGH,2,165,2.1616317893589607,1.2181818181818183,1.0928442503353601,0.755178115552178,1.9736459033111613,4,3,OVER,PLAUSIBLE,196,0.8071878467720276,0.6760204081632653,OVER,True,62.658402289161295,WEAK,95,1.4565977682948268,1.0315789473684212,OVER,True,32.61582405175556,THREE_STAGE_SURVIVOR,3.0996463490742636,3.353060770860683,145
contact_xslg_last_15_LOW × opp_pl_primary_mix_drift_last_3_HIGH,contact_xslg_last_15_LOW,opp_pl_primary_mix_drift_last_3_HIGH,2,138,2.1722014046988765,1.2934782608695652,0.0769532432803343,1.5029651223410423,2.4361049926465626,3,3,OVER,PLAUSIBLE,301,0.7638435403560343,0.6179401993355482,OVER,True,64.83551024763642,WEAK,273,1.1482929890889162,0.6721611721611722,OVER,True,47.136900537632265,THREE_STAGE_SURVIVOR,-0.23818975784041135,-0.01163924115376025,229
contact_xslg_last_20_HIGH × damage_iso_last_10_HIGH,contact_xslg_last_20_HIGH,damage_iso_last_10_HIGH,2,247,2.0280743319685404,1.040485829959514,1.3823468689261706,1.524466336234387,1.8703825339631668,4,3,OVER,PLAUSIBLE,218,1.1076020855310729,0.75,OVER,True,45.386514287374055,PASS,245,1.3978969914835304,0.7612244897959184,OVER,True,31.072694454612588,THREE_STAGE_SURVIVOR,-1.2252964426877448,-1.1001431231228542,230
contact_xslg_last_20_HIGH × opp_sp_command_bb_rate_last_5_LOW,contact_xslg_last_20_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,134,2.6016371235638043,1.4738805970149254,1.3823468689261706,1.5941058807717499,3.1136788489687053,4,4,OVER,PLAUSIBLE,124,1.994362757756944,1.1935483870967742,OVER,True,23.342008780032963,PASS,153,1.0872880832884577,0.7549019607843137,OVER,True,58.20754272605642,THREE_STAGE_SURVIVOR,6.0606060606060606,5.839335365457599,132
contact_xslg_last_20_HIGH × opp_sp_contact_hh_allowed_last_10_LOW,contact_xslg_last_20_HIGH,opp_sp_contact_hh_allowed_last_10_LOW,2,115,2.2660786612633776,1.4130434782608696,1.3823468689261706,1.1473048852116607,1.5523710957430408,5,3,OVER,PLAUSIBLE,128,0.18499539407197577,0.5,OVER,True,91.83632072291623,WEAK,79,0.7903682340100274,0.759493670886076,OVER,True,65.1217652978832,THREE_STAGE_SURVIVOR,-2.396959953230054,-2.4744661229163745,103
contact_xslg_last_20_HIGH × opp_sp_workload_ip_last_5_HIGH,contact_xslg_last_20_HIGH,opp_sp_workload_ip_last_5_HIGH,2,138,2.4447692366784546,1.3985507246376812,1.3823468689261706,1.0588806003835425,2.795306081510824,4,4,OVER,PLAUSIBLE,131,0.13589504270609867,0.48091603053435117,OVER,True,94.44139591306661,WEAK,133,0.9384774765841669,0.7255639097744361,OVER,True,61.612840078959195,THREE_STAGE_SURVIVOR,2.1487603305785146,2.359680800850783,128
contact_xslg_last_20_HIGH × batting_total_bip_last_5_HIGH,contact_xslg_last_20_HIGH,batting_total_bip_last_5_HIGH,2,139,2.436781214863046,1.3920863309352518,1.3823468689261706,2.043912227908798,2.878442677279424,4,3,OVER,PLAUSIBLE,149,0.7186439262295283,0.6812080536912751,OVER,True,70.50847561339567,WEAK,154,1.7942670630591055,1.0097402597402598,OVER,True,26.36733030790585,THREE_STAGE_SURVIVOR,4.954760878931495,5.397548335723412,140
contact_xslg_last_20_HIGH × opp_pl_pfx_x_std_last_3_LOW,contact_xslg_last_20_HIGH,opp_pl_pfx_x_std_last_3_LOW,2,130,2.07630055442825,1.2807692307692307,1.3823468689261706,-0.11694298843442248,2.6186675849299363,4,3,OVER,PLAUSIBLE,108,1.253774309895388,0.9444444444444444,OVER,True,39.61498939922793,PASS,116,1.2034699101557371,0.8620689655172413,OVER,True,42.03777928060438,THREE_STAGE_SURVIVOR,8.930481283422456,9.164785981376689,113
contact_xslg_last_20_HIGH × med_lev_k_rate_last_5_LOW,contact_xslg_last_20_HIGH,med_lev_k_rate_last_5_LOW,2,123,2.1284480826811136,1.3252032520325203,1.3823468689261706,0.7857934268453529,2.063655171891034,3,3,OVER,PLAUSIBLE,118,0.058810271639353505,0.4533898305084746,OVER,True,97.23694121938493,WEAK,154,1.5881403596345633,0.935064935064935,OVER,True,25.385055310625575,THREE_STAGE_SURVIVOR,0.5050505050505044,0.5624145196923669,126
contact_xslg_last_20_LOW × opp_sp_batmiss_k_rate_last_10_LOW,contact_xslg_last_20_LOW,opp_sp_batmiss_k_rate_last_10_LOW,2,114,-2.0578025357295964,-0.4166666666666667,-1.0231567073647456,0.08112161015030457,-2.7770913320020227,4,3,UNDER,PLAUSIBLE,256,-0.039034318740631666,0.419921875,UNDER,True,98.10310668478246,WEAK,316,-0.9906364326845684,0.10917721518987342,UNDER,True,51.85949985559051,THREE_STAGE_SURVIVOR,3.7612768910478813,3.59459079967388,218
contact_xslg_last_20_LOW × opp_pl_chase_rate_last_3_LOW,contact_xslg_last_20_LOW,opp_pl_chase_rate_last_3_LOW,2,127,-2.33035910832725,-0.48031496062992124,-1.0231567073647456,-1.1024814893957193,-2.6547322024666244,3,4,UNDER,PLAUSIBLE,349,-0.1592879776692192,0.3939828080229226,UNDER,True,93.16465959688259,WEAK,443,-1.155658000673747,0.11286681715575621,UNDER,True,50.40858739135329,THREE_STAGE_SURVIVOR,3.3001245330012416,3.114353431593675,292
contact_xslg_last_20_LOW × opp_pl_chase_rate_last_5_LOW,contact_xslg_last_20_LOW,opp_pl_chase_rate_last_5_LOW,2,125,-2.2914083131410443,-0.472,-1.0231567073647456,-1.1053602859490004,-2.3234228401584662,3,4,UNDER,PLAUSIBLE,334,-0.009326323554286644,0.4281437125748503,UNDER,True,99.59298726897336,WEAK,434,-0.8447320239431855,0.1774193548387097,UNDER,True,63.13481019080211,THREE_STAGE_SURVIVOR,1.9071837253655448,1.7330020405929902,286
contact_xslg_last_20_LOW × opp_pl_zone_rate_last_3_HIGH,contact_xslg_last_20_LOW,opp_pl_zone_rate_last_3_HIGH,2,127,-2.33035910832725,-0.48031496062992124,-1.0231567073647456,-1.1024814893957193,-2.6547322024666244,3,4,UNDER,PLAUSIBLE,349,-0.1592879776692192,0.3939828080229226,UNDER,True,93.16465959688259,WEAK,443,-1.155658000673747,0.11286681715575621,UNDER,True,50.40858739135329,THREE_STAGE_SURVIVOR,3.3001245330012416,3.114353431593675,292
contact_xslg_last_20_LOW × opp_pl_zone_rate_last_5_HIGH,contact_xslg_last_20_LOW,opp_pl_zone_rate_last_5_HIGH,2,125,-2.2914083131410443,-0.472,-1.0231567073647456,-1.1053602859490004,-2.3234228401584662,3,4,UNDER,PLAUSIBLE,334,-0.009326323554286644,0.4281437125748503,UNDER,True,99.59298726897336,WEAK,434,-0.8447320239431855,0.1774193548387097,UNDER,True,63.13481019080211,THREE_STAGE_SURVIVOR,1.9071837253655448,1.7330020405929902,286
plate_bb_rate_last_10_HIGH × opp_sp_command_bb_rate_last_3_HIGH,plate_bb_rate_last_10_HIGH,opp_sp_command_bb_rate_last_3_HIGH,2,136,-2.4338078586778282,-0.4889705882352941,-0.9810472355697186,-0.6489637766097538,-2.500111335199391,3,4,UNDER,PLAUSIBLE,154,-0.7520082293852707,0.17207792207792208,UNDER,True,69.10157773121001,WEAK,183,-1.0001709219098975,0.0273224043715847,UNDER,True,58.90509933461868,THREE_STAGE_SURVIVOR,5.402136665994755,5.343687649155648,150
plate_bb_rate_last_10_HIGH × opp_sp_command_bb_rate_last_5_HIGH,plate_bb_rate_last_10_HIGH,opp_sp_command_bb_rate_last_5_HIGH,2,127,-2.369549019212958,-0.49606299212598426,-0.9810472355697186,-0.7421334151935076,-2.1097366384676013,3,4,UNDER,PLAUSIBLE,132,-0.49635624464036,0.24621212121212122,UNDER,True,79.05271253661492,WEAK,172,-0.8288658716826282,0.0755813953488372,UNDER,True,65.02010024008979,THREE_STAGE_SURVIVOR,6.415832970856893,6.419059634927038,139
plate_bb_rate_last_10_HIGH × exit_prob_by_5_last_10_HIGH,plate_bb_rate_last_10_HIGH,exit_prob_by_5_last_10_HIGH,2,139,-2.0490637345197045,-0.33093525179856115,-0.9810472355697186,-0.45429996863613037,-2.1927933679596787,4,4,UNDER,PLAUSIBLE,138,-2.5046109079810828,-0.4782608695652174,UNDER,True,-22.231967009467247,PASS,200,-0.8484330281206091,0.09,UNDER,True,58.59411233396899,THREE_STAGE_SURVIVOR,10.460500198491465,10.598021526018409,152
plate_bb_rate_last_10_LOW × batting_total_bip_last_3_LOW,plate_bb_rate_last_10_LOW,batting_total_bip_last_3_LOW,2,136,-2.0740334338796527,-0.3492647058823529,-0.8968282919796646,-1.129341623454688,-3.0546455408467486,4,4,UNDER,PLAUSIBLE,304,-0.2196018652429419,0.37664473684210525,UNDER,True,89.41184545746891,WEAK,241,-0.7048189981678532,0.15560165975103735,UNDER,True,66.01698956947718,THREE_STAGE_SURVIVOR,-1.6352549889135286,-1.4000879582439674,218
plate_bb_rate_last_15_HIGH × batting_total_bip_last_5_HIGH,plate_bb_rate_last_15_HIGH,batting_total_bip_last_5_HIGH,2,138,2.8677193207846963,1.5615942028985508,-0.5178430458244219,2.043912227908798,2.6618297213743602,4,4,OVER,PLAUSIBLE,149,1.208857058235681,0.8523489932885906,OVER,True,57.84604687515581,PASS,170,1.8057454138380398,0.9823529411764705,OVER,True,37.03200307120949,THREE_STAGE_SURVIVOR,8.094645080946448,8.503590959586859,146
plate_bb_rate_last_20_HIGH × batting_total_bip_last_5_HIGH,plate_bb_rate_last_20_HIGH,batting_total_bip_last_5_HIGH,2,140,2.5035339881314234,1.4142857142857144,-0.23360411120798957,2.043912227908798,2.5143639683710894,4,3,OVER,PLAUSIBLE,142,0.9333064860957487,0.7640845070422535,OVER,True,62.72043876694696,WEAK,171,1.9389221725549004,1.0263157894736843,OVER,True,22.5525923855316,THREE_STAGE_SURVIVOR,6.401167639699749,6.920778514461445,145
plate_bb_rate_last_20_LOW × batting_total_bip_last_3_LOW,plate_bb_rate_last_20_LOW,batting_total_bip_last_3_LOW,2,128,-2.0373669089525834,-0.359375,-0.9231467118515565,-1.129341623454688,-2.8701026059865336,4,4,UNDER,PLAUSIBLE,325,-0.2388992211129126,0.37384615384615383,UNDER,True,88.27411890989573,WEAK,205,-1.9223647548456517,-0.24390243902439024,UNDER,True,5.6446462147583745,THREE_STAGE_SURVIVOR,1.2804097311139573,1.384735294427375,213
plate_bb_rate_last_20_LOW × batting_total_bip_last_10_LOW,plate_bb_rate_last_20_LOW,batting_total_bip_last_10_LOW,2,117,-2.75330019653592,-0.6965811965811965,-0.9231467118515565,-1.8549474419237761,-2.976745106954602,4,4,UNDER,PLAUSIBLE,322,-0.17735793916293136,0.38819875776397517,UNDER,True,93.55835083344435,WEAK,193,-2.2883716593731296,-0.38082901554404147,UNDER,True,16.88622758055016,THREE_STAGE_SURVIVOR,3.109656301145663,3.2621730912527624,203
plate_bb_rate_last_20_LOW × bottom_order_hard_hit_rate_LOW,plate_bb_rate_last_20_LOW,bottom_order_hard_hit_rate_LOW,2,149,-2.332981880657475,-0.40939597315436244,-0.9231467118515565,-1.9548287708297178,-2.26416219523145,3,4,UNDER,PLAUSIBLE,275,-1.2429447612790883,0.11090909090909092,UNDER,True,46.72291407043399,PASS,215,-1.400753948143126,-0.06976744186046512,UNDER,True,39.95864435310706,THREE_STAGE_SURVIVOR,5.061983471074381,4.988545881748108,205
plate_bb_rate_last_20_LOW × exit_prob_by_6_last_10_LOW,plate_bb_rate_last_20_LOW,exit_prob_by_6_last_10_LOW,2,142,-3.062606815828954,-0.7077464788732394,-0.9231467118515565,-0.07635866545390221,-3.4098907617469627,4,4,UNDER,PLAUSIBLE,286,-0.0148617895587602,0.42657342657342656,UNDER,True,99.51473400104945,WEAK,168,-1.4231978591392211,-0.13392857142857142,UNDER,True,53.529853986366014,THREE_STAGE_SURVIVOR,5.249011857707511,5.112218380140909,191
plate_k_rate_last_7_LOW × batting_total_bip_last_5_LOW,plate_k_rate_last_7_LOW,batting_total_bip_last_5_LOW,2,61,-3.147501545446972,-1.3688524590163935,0.029580087510929092,-1.4272063918184266,-3.5263416026701093,3,4,UNDER,PLAUSIBLE,123,-0.9294762239162405,0.07317073170731707,UNDER,True,70.46939578915293,WEAK,136,-2.4303529532953267,-0.5772058823529411,UNDER,True,22.784693884870013,THREE_STAGE_SURVIVOR,13.429752066115697,13.414832456779703,102
plate_k_rate_last_7_LOW × batting_total_bip_last_10_LOW,plate_k_rate_last_7_LOW,batting_total_bip_last_10_LOW,2,63,-3.052964549699463,-1.2857142857142858,0.029580087510929092,-1.8549474419237761,-4.177580251766594,3,4,UNDER,PLAUSIBLE,153,-0.5945294793876688,0.22549019607843138,UNDER,True,80.52615843684805,WEAK,166,-3.2924750136613703,-0.7891566265060241,UNDER,True,-7.845176714727489,THREE_STAGE_SURVIVOR,14.860139860139862,14.595608495628753,121
plate_k_rate_last_10_LOW × batting_total_bip_last_10_LOW,plate_k_rate_last_10_LOW,batting_total_bip_last_10_LOW,2,60,-2.5762002596168054,-1.05,-0.08622095992539522,-1.8549474419237761,-2.378683280645167,3,4,UNDER,PLAUSIBLE,143,-0.35391490850136886,0.3041958041958042,UNDER,True,86.26213520551343,WEAK,158,-1.9259143391642752,-0.3291139240506329,UNDER,True,25.242056320157985,THREE_STAGE_SURVIVOR,7.386363636363637,7.2766639806560285,117
plate_k_rate_last_15_HIGH × batting_avg_exit_velo_last_5_HIGH,plate_k_rate_last_15_HIGH,batting_avg_exit_velo_last_5_HIGH,2,117,-2.487902858713075,-0.5854700854700855,-0.7389177727483136,-0.7231267208251784,-2.6687516904417707,4,4,UNDER,PLAUSIBLE,161,-1.0685921957969453,0.07142857142857142,UNDER,True,57.04847590594034,PASS,199,-1.199664983254332,-0.022613065326633167,UNDER,True,51.78007135395606,THREE_STAGE_SURVIVOR,7.125843588725682,7.175726003221561,152
plate_k_rate_last_15_HIGH × opp_pl_sl_pct_last_3_LOW,plate_k_rate_last_15_HIGH,opp_pl_sl_pct_last_3_LOW,2,127,-2.242181808834406,-0.4448818897637795,-0.7389177727483136,-0.9099050007021325,-2.937221212993765,3,4,UNDER,PLAUSIBLE,197,-0.690029963144629,0.22081218274111675,UNDER,True,69.22506638730871,WEAK,121,-1.5170971006146357,-0.2603305785123967,UNDER,True,32.338354782955996,THREE_STAGE_SURVIVOR,8.636363636363631,8.481701520336271,140
plate_k_rate_last_15_HIGH × high_lev_k_rate_last_10_LOW,plate_k_rate_last_15_HIGH,high_lev_k_rate_last_10_LOW,2,76,-2.1825718741658804,-0.6776315789473685,-0.7389177727483136,-0.877181887304982,-4.290315024497312,4,4,UNDER,PLAUSIBLE,104,-0.32796765270892986,0.2932692307692308,UNDER,True,84.97334009519066,WEAK,134,-0.8589542748910799,0.026119402985074626,UNDER,True,60.64485733284963,THREE_STAGE_SURVIVOR,2.8466483011937505,2.6099306723224247,99
plate_k_rate_last_15_HIGH × exit_prob_by_5_baseline_HIGH,plate_k_rate_last_15_HIGH,exit_prob_by_5_baseline_HIGH,2,119,-2.121001519308824,-0.42436974789915966,-0.7389177727483136,-1.5211836397184277,-2.1987174965597833,4,4,UNDER,PLAUSIBLE,190,-1.042897484896778,0.10789473684210527,UNDER,True,50.82995106780359,PASS,179,-1.4113086261467112,-0.11452513966480447,UNDER,True,33.46027273914364,THREE_STAGE_SURVIVOR,7.976539589442816,8.082124690781178,155
plate_k_rate_last_20_HIGH × opp_sp_contact_ev_allowed_last_10_HIGH,plate_k_rate_last_20_HIGH,opp_sp_contact_ev_allowed_last_10_HIGH,2,116,2.021405376479537,1.3060344827586208,0.040107455459685776,1.0596505710373825,3.2826345300876274,3,4,OVER,PLAUSIBLE,159,0.49463410179410544,0.5974842767295597,OVER,True,75.53018768281125,WEAK,196,1.0882596619087315,0.7091836734693877,OVER,True,46.163215227811676,THREE_STAGE_SURVIVOR,-3.2783588093322593,-3.16676931664599,150
plate_k_rate_last_20_LOW × damage_hr_rate_last_10_HIGH,plate_k_rate_last_20_LOW,damage_hr_rate_last_10_HIGH,2,162,2.127222176218679,1.212962962962963,0.4822569093074689,1.724486327260765,2.584771542737535,4,4,OVER,PLAUSIBLE,170,2.25591879612391,1.1676470588235295,OVER,True,-6.04998487435857,PASS,230,1.191897232279665,0.7130434782608696,OVER,True,43.969311452066314,THREE_STAGE_SURVIVOR,4.1645505332656185,4.36514833338939,179
damage_iso_last_7_HIGH × opp_sp_contact_la_allowed_last_5_HIGH,damage_iso_last_7_HIGH,opp_sp_contact_la_allowed_last_5_HIGH,2,137,2.3207837323562517,1.354014598540146,1.1138989862328736,1.4451142320825063,2.9146791226756315,4,3,OVER,PLAUSIBLE,154,0.2785535620238759,0.525974025974026,OVER,True,87.99743560159027,WEAK,202,1.2338257937643586,0.75,OVER,True,46.83581341240804,THREE_STAGE_SURVIVOR,-4.545454545454548,-4.442963099820241,156
damage_iso_last_7_LOW × opp_sp_command_zone_rate_last_3_HIGH,damage_iso_last_7_LOW,opp_sp_command_zone_rate_last_3_HIGH,2,130,-2.291079745747177,-0.45384615384615384,-0.5178430458244219,-1.2435741022485456,-2.4160257218248535,3,4,UNDER,PLAUSIBLE,302,-0.667812926697493,0.26655629139072845,UNDER,True,70.8516070670555,WEAK,388,-0.7291366356769461,0.19329896907216496,UNDER,True,68.17497788846468,THREE_STAGE_SURVIVOR,5.49602488765987,5.4690046425244665,263
damage_iso_last_7_LOW × opp_pl_chase_rate_last_3_LOW,damage_iso_last_7_LOW,opp_pl_chase_rate_last_3_LOW,2,123,-2.142466458944114,-0.4186991869918699,-0.5178430458244219,-1.1024814893957193,-2.5282340040307,3,4,UNDER,PLAUSIBLE,303,-0.06587378494022132,0.4141914191419142,UNDER,True,96.92532946477556,WEAK,381,-1.2768864217090958,0.06561679790026247,UNDER,True,40.40110096573496,THREE_STAGE_SURVIVOR,4.692082111436951,4.617668604019176,258
damage_iso_last_7_LOW × opp_pl_zone_rate_last_3_HIGH,damage_iso_last_7_LOW,opp_pl_zone_rate_last_3_HIGH,2,123,-2.142466458944114,-0.4186991869918699,-0.5178430458244219,-1.1024814893957193,-2.5282340040307,3,4,UNDER,PLAUSIBLE,303,-0.06587378494022132,0.4141914191419142,UNDER,True,96.92532946477556,WEAK,381,-1.2768864217090958,0.06561679790026247,UNDER,True,40.40110096573496,THREE_STAGE_SURVIVOR,4.692082111436951,4.617668604019176,258
damage_iso_last_10_HIGH × opp_sp_batmiss_whiff_rate_last_5_LOW,damage_iso_last_10_HIGH,opp_sp_batmiss_whiff_rate_last_5_LOW,2,128,2.14930041095405,1.31640625,1.524466336234387,1.5346839748698993,2.66142817666004,4,3,OVER,PLAUSIBLE,151,2.072368053739452,1.1490066225165563,OVER,True,3.5794138791630683,PASS,182,2.317051398228645,1.1318681318681318,OVER,True,-7.804911143162721,THREE_STAGE_SURVIVOR,6.060606060606059,6.407633567790749,147
damage_iso_last_10_HIGH × opp_sp_batmiss_whiff_rate_last_10_LOW,damage_iso_last_10_HIGH,opp_sp_batmiss_whiff_rate_last_10_LOW,2,120,2.2631064976752833,1.3916666666666666,1.524466336234387,0.9953707406429112,1.7948749845438432,4,4,OVER,PLAUSIBLE,148,1.9927897661456262,1.1283783783783783,OVER,True,11.944498935747514,PASS,180,2.2257622645676,1.1055555555555556,OVER,True,1.6501314960672113,THREE_STAGE_SURVIVOR,6.408345752608044,6.8307040709649325,142
damage_iso_last_10_HIGH × opp_sp_command_bb_rate_last_5_LOW,damage_iso_last_10_HIGH,opp_sp_command_bb_rate_last_5_LOW,2,131,2.7348322175278543,1.5381679389312977,1.524466336234387,1.5941058807717499,1.9237027692982636,4,4,OVER,PLAUSIBLE,138,2.069785890074383,1.181159420289855,OVER,True,24.31762808669259,PASS,168,2.9785940348146203,1.3928571428571428,OVER,True,-8.913227499824977,THREE_STAGE_SURVIVOR,10.26252983293556,10.165947953957911,139
damage_iso_last_10_HIGH × opp_sp_command_bb_rate_last_10_LOW,damage_iso_last_10_HIGH,opp_sp_command_bb_rate_last_10_LOW,2,120,3.3214211796591027,1.8291666666666666,1.524466336234387,1.3583306582508177,2.976941650981727,4,4,OVER,PLAUSIBLE,138,1.0410459988086342,0.8079710144927537,OVER,True,68.65660985170561,WEAK,162,2.6078587252880268,1.2808641975308641,OVER,True,21.48364858817192,THREE_STAGE_SURVIVOR,9.429280397022332,9.49597853483457,134
damage_iso_last_10_HIGH × opp_sp_contact_barrel_allowed_last_5_HIGH,damage_iso_last_10_HIGH,opp_sp_contact_barrel_allowed_last_5_HIGH,2,136,2.0444369552573525,1.25,1.524466336234387,1.5682726284151713,1.6698784979556445,4,4,OVER,PLAUSIBLE,101,0.7597416430718212,0.7524752475247525,OVER,True,62.83858785089388,WEAK,159,1.5047832876581817,0.8962264150943396,OVER,True,26.396200000759595,THREE_STAGE_SURVIVOR,1.3404825737265416,1.3198140287734361,124
